Ghost_Name,Algorithm,Search_Time(s),Expanded_Nodes,Memory_Usage(MB),Ghost_Pos_X,Ghost_Pos_Y,Pacman_Pos_X,Pacman_Pos_Y
BlueGhost,BFS,0.001002,37,0.006848,3,16,1,29
RedGhost,A*,0.001515,25,0.010296,14,18,1,29
PinkGhost,DFS,0.024971,351,0.082016,27,19,1,29
OrangeGhost,UCS,0.000000,24,0.004560,2,21,1,29
BlueGhost,BFS,0.000912,41,0.007184,3,16,1,29
RedGhost,A*,0.001515,25,0.010296,14,18,1,29
PinkGhost,DFS,0.024971,351,0.082016,28,19,1,29
OrangeGhost,UCS,0.000000,24,0.004560,2,22,1,29
BlueGhost,BFS,0.000912,41,0.007184,3,17,2,29
RedGhost,A*,0.001107,42,0.015992,13,18,2,29
PinkGhost,DFS,0.022568,353,0.082016,28,19,2,29
OrangeGhost,UCS,0.000000,23,0.004632,2,22,2,29
RedGhost,A*,0.001107,42,0.015992,13,18,2,29
BlueGhost,BFS,0.000000,48,0.007464,3,17,2,29
PinkGhost,DFS,0.025461,354,0.082136,28,19,3,29
OrangeGhost,UCS,0.000000,28,0.004976,2,22,3,29
RedGhost,A*,0.000915,57,0.018288,13,18,3,29
BlueGhost,BFS,0.000000,48,0.007464,3,17,3,29
PinkGhost,DFS,0.024448,345,0.082928,28,20,4,29
OrangeGhost,UCS,0.000000,35,0.005624,1,22,4,29
RedGhost,A*,0.001048,68,0.019880,12,18,4,29
BlueGhost,BFS,0.001134,55,0.008032,3,18,4,29
PinkGhost,DFS,0.025582,346,0.083048,28,20,5,29
OrangeGhost,UCS,0.000997,52,0.006544,1,22,5,29
RedGhost,A*,0.002090,72,0.021960,12,18,5,29
BlueGhost,BFS,0.001002,62,0.009064,3,18,5,29
PinkGhost,DFS,0.023441,346,0.083160,28,21,6,29
OrangeGhost,UCS,0.000000,56,0.006672,1,23,6,29
BlueGhost,BFS,0.001216,71,0.015528,2,18,6,29
RedGhost,A*,0.001077,66,0.020440,11,18,6,29
PinkGhost,DFS,0.022455,347,0.083280,28,21,7,29
OrangeGhost,UCS,0.000940,60,0.007024,1,23,7,29
RedGhost,A*,0.000000,46,0.017816,11,18,8,29
BlueGhost,BFS,0.000925,81,0.016088,2,18,8,29
PinkGhost,DFS,0.026044,348,0.083400,28,21,8,29
RedGhost,A*,0.000000,46,0.017816,11,18,8,29
BlueGhost,BFS,0.001012,103,0.017952,1,18,8,29
OrangeGhost,UCS,0.000000,57,0.006792,1,24,8,29
PinkGhost,DFS,0.026044,348,0.083400,27,21,8,29
RedGhost,A*,0.000000,46,0.017816,10,18,8,29
BlueGhost,BFS,0.001012,103,0.017952,1,18,8,29
OrangeGhost,UCS,0.000000,57,0.006792,1,24,8,29
PinkGhost,DFS,0.026044,348,0.083400,27,21,8,29
RedGhost,A*,0.000000,46,0.017816,10,18,8,29
BlueGhost,BFS,0.001012,103,0.017952,1,18,8,29
OrangeGhost,UCS,0.000000,57,0.006792,1,24,8,29
PinkGhost,DFS,0.028112,349,0.083376,27,22,10,29
OrangeGhost,UCS,0.000000,14,0.002464,1,25,10,29
BlueGhost,BFS,0.001012,103,0.017952,1,19,10,29
RedGhost,A*,0.000000,28,0.010352,10,19,10,29
PinkGhost,DFS,0.028112,349,0.083376,27,22,10,29
OrangeGhost,UCS,0.000000,14,0.002464,1,25,10,29
BlueGhost,BFS,0.003909,190,0.024192,1,19,10,29
RedGhost,A*,0.000000,28,0.010352,10,19,10,29
PinkGhost,DFS,0.028112,349,0.083376,27,22,10,29
OrangeGhost,UCS,0.000000,14,0.002464,1,25,10,29
BlueGhost,BFS,0.003909,190,0.024192,1,19,10,29
RedGhost,A*,0.000000,28,0.010352,10,19,10,29
PinkGhost,DFS,0.028112,349,0.083376,27,23,10,29
OrangeGhost,UCS,0.000000,14,0.002464,1,26,10,29
BlueGhost,BFS,0.003909,190,0.024192,1,20,10,29
RedGhost,A*,0.000000,28,0.010352,9,19,10,29
PinkGhost,DFS,0.028112,349,0.083376,27,23,10,29
OrangeGhost,UCS,0.000000,14,0.002464,1,26,10,29
BlueGhost,BFS,0.003909,190,0.024192,1,20,10,29
RedGhost,A*,0.000000,28,0.010352,9,19,10,29
PinkGhost,DFS,0.024601,347,0.083872,27,23,10,28
OrangeGhost,UCS,0.000000,14,0.002560,1,26,10,28
RedGhost,A*,0.000912,22,0.008832,9,19,10,28
BlueGhost,BFS,0.003909,190,0.024192,1,20,10,28
PinkGhost,DFS,0.024601,347,0.083872,27,24,10,28
OrangeGhost,UCS,0.000000,14,0.002560,1,27,10,28
RedGhost,A*,0.000912,22,0.008832,8,19,10,28
BlueGhost,BFS,0.001087,112,0.019024,1,21,10,28
PinkGhost,DFS,0.021835,348,0.083928,27,24,10,27
OrangeGhost,UCS,0.000000,15,0.002616,1,27,10,27
BlueGhost,BFS,0.001087,112,0.019024,1,21,10,27
RedGhost,A*,0.000000,20,0.008272,8,19,10,27
PinkGhost,DFS,0.021835,348,0.083928,27,24,10,27
OrangeGhost,UCS,0.000000,15,0.002616,1,28,10,27
BlueGhost,BFS,0.001508,95,0.017136,2,21,10,27
RedGhost,A*,0.000000,20,0.008272,8,20,10,27
PinkGhost,DFS,0.026405,349,0.083952,28,24,10,26
OrangeGhost,UCS,0.000000,18,0.002912,1,28,10,26
BlueGhost,BFS,0.001508,95,0.017136,2,21,10,26
RedGhost,A*,0.000000,16,0.007064,8,20,10,26
PinkGhost,DFS,0.026405,349,0.083952,28,24,10,26
OrangeGhost,UCS,0.000000,18,0.002912,1,28,10,26
BlueGhost,BFS,0.000905,81,0.015776,2,21,10,25
RedGhost,A*,0.000000,14,0.005656,8,20,10,25
PinkGhost,DFS,0.027803,353,0.084064,28,25,10,25
OrangeGhost,UCS,0.000000,19,0.003064,1,29,10,25
BlueGhost,BFS,0.001009,69,0.015152,3,21,10,25
RedGhost,A*,0.000000,14,0.005656,8,21,10,25
PinkGhost,DFS,0.032766,420,0.084064,28,25,10,24
BlueGhost,BFS,0.001009,69,0.015152,3,21,10,24
RedGhost,A*,0.000000,10,0.004760,8,21,10,24
OrangeGhost,UCS,0.000000,27,0.005048,1,29,10,24
PinkGhost,DFS,0.009229,197,0.040160,28,25,10,23
OrangeGhost,UCS,0.000000,31,0.005592,1,29,10,23
BlueGhost,BFS,0.000000,34,0.006920,4,21,10,23
RedGhost,A*,0.000513,6,0.003808,7,21,10,23
PinkGhost,DFS,0.009229,197,0.040160,28,26,10,23
OrangeGhost,UCS,0.000000,31,0.005592,2,29,10,23
BlueGhost,BFS,0.000967,24,0.005784,4,21,10,23
RedGhost,A*,0.000513,6,0.003808,7,21,10,23
PinkGhost,DFS,0.008599,198,0.040216,28,26,9,23
OrangeGhost,UCS,0.000991,37,0.005928,2,29,9,23
RedGhost,A*,0.000000,5,0.002856,7,21,9,23
BlueGhost,BFS,0.000967,24,0.005784,4,21,9,23
PinkGhost,DFS,0.008599,198,0.040216,28,27,9,23
OrangeGhost,UCS,0.000991,37,0.005928,3,29,9,23
RedGhost,A*,0.000000,5,0.002856,7,22,9,23
BlueGhost,BFS,0.000000,18,0.005160,5,21,9,23
PinkGhost,DFS,0.009039,197,0.040032,28,27,10,23
OrangeGhost,UCS,0.000913,29,0.005352,3,29,10,23
RedGhost,A*,0.000000,5,0.002600,7,22,10,23
BlueGhost,BFS,0.000000,18,0.005160,5,21,10,23
PinkGhost,DFS,0.009039,197,0.040032,28,27,10,23
OrangeGhost,UCS,0.000913,29,0.005352,3,29,10,23
RedGhost,A*,0.000000,5,0.002600,7,22,10,23
BlueGhost,BFS,0.000000,23,0.005664,5,21,10,23
PinkGhost,DFS,0.009039,197,0.040032,28,28,10,23
OrangeGhost,UCS,0.000913,29,0.005352,4,29,10,23
RedGhost,A*,0.000000,5,0.002600,7,23,10,23
BlueGhost,BFS,0.000000,23,0.005664,6,21,10,23
PinkGhost,DFS,0.009039,197,0.040032,28,28,10,23
OrangeGhost,UCS,0.000913,29,0.005352,4,29,10,23
RedGhost,A*,0.000000,5,0.002600,7,23,10,23
BlueGhost,BFS,0.000000,23,0.005664,6,21,10,23
PinkGhost,DFS,0.009039,197,0.040032,28,28,10,23
OrangeGhost,UCS,0.000913,29,0.005352,4,29,10,23
RedGhost,A*,0.000000,5,0.002600,7,23,10,23
BlueGhost,BFS,0.000000,23,0.005664,6,21,10,23
PinkGhost,DFS,0.007960,198,0.040064,28,29,11,23
OrangeGhost,UCS,0.000000,29,0.005288,5,29,11,23
BlueGhost,BFS,0.000000,23,0.005664,7,21,11,23
RedGhost,A*,0.000000,4,0.002432,8,23,11,23
PinkGhost,DFS,0.007960,198,0.040064,28,29,11,23
OrangeGhost,UCS,0.000000,29,0.005288,5,29,11,23
BlueGhost,BFS,0.000000,29,0.006384,7,21,11,23
RedGhost,A*,0.000000,4,0.002432,8,23,11,23
PinkGhost,DFS,0.007405,197,0.040064,28,29,11,24
OrangeGhost,UCS,0.000996,30,0.005288,5,29,11,24
RedGhost,A*,0.000000,8,0.002936,8,23,11,24
BlueGhost,BFS,0.000000,29,0.006384,7,21,11,24
PinkGhost,DFS,0.007405,197,0.040064,27,29,11,24
OrangeGhost,UCS,0.000996,30,0.005288,6,29,11,24
RedGhost,A*,0.000000,8,0.002936,8,24,11,24
BlueGhost,BFS,0.000000,41,0.007344,7,22,11,24
PinkGhost,DFS,0.007405,197,0.040064,27,29,11,24
OrangeGhost,UCS,0.000996,30,0.005288,6,29,11,24
RedGhost,A*,0.000000,8,0.002936,8,24,11,24
BlueGhost,BFS,0.000000,41,0.007344,7,22,11,24
PinkGhost,DFS,0.007405,197,0.040064,27,29,11,24
OrangeGhost,UCS,0.000996,30,0.005288,6,29,11,24
RedGhost,A*,0.000000,8,0.002936,8,24,11,24
BlueGhost,BFS,0.000000,41,0.007344,7,22,11,24
PinkGhost,DFS,0.007405,197,0.040064,27,28,11,24
OrangeGhost,UCS,0.000996,30,0.005288,7,29,11,24
RedGhost,A*,0.000000,8,0.002936,9,24,11,24
BlueGhost,BFS,0.000000,41,0.007344,7,23,11,24
PinkGhost,DFS,0.007405,197,0.040064,27,28,11,24
OrangeGhost,UCS,0.000996,30,0.005288,7,29,11,24
RedGhost,A*,0.000000,8,0.002936,9,24,11,24
BlueGhost,BFS,0.000000,41,0.007344,7,23,11,24
PinkGhost,DFS,0.007405,197,0.040064,27,28,11,24
OrangeGhost,UCS,0.000000,23,0.004760,7,29,12,24
RedGhost,A*,0.000000,4,0.002688,9,24,12,24
BlueGhost,BFS,0.000000,41,0.007344,8,23,12,24
PinkGhost,DFS,0.008618,190,0.039400,27,27,12,24
OrangeGhost,UCS,0.000000,23,0.004760,8,29,12,24
RedGhost,A*,0.000000,4,0.002688,10,24,12,24
BlueGhost,BFS,0.000000,13,0.002880,8,23,12,24
PinkGhost,DFS,0.008701,191,0.039632,27,27,13,24
OrangeGhost,UCS,0.000000,32,0.005264,8,29,13,24
RedGhost,A*,0.000000,4,0.002688,10,24,13,24
BlueGhost,BFS,0.000000,13,0.002880,8,23,13,24
PinkGhost,DFS,0.009428,195,0.040104,27,27,14,24
OrangeGhost,UCS,0.000000,38,0.005984,8,29,14,24
RedGhost,A*,0.000000,4,0.002432,11,24,14,24
BlueGhost,BFS,0.000000,16,0.004760,9,23,14,24
PinkGhost,DFS,0.032518,426,0.083936,28,27,15,24
RedGhost,A*,0.000999,5,0.002600,11,24,15,24
OrangeGhost,UCS,0.001014,46,0.006432,9,29,15,24
BlueGhost,BFS,0.000961,17,0.005040,9,23,15,24
PinkGhost,DFS,0.032518,426,0.083936,28,27,15,24
RedGhost,A*,0.000999,5,0.002600,11,24,15,24
OrangeGhost,UCS,0.001014,46,0.006432,9,29,15,24
BlueGhost,BFS,0.000000,23,0.005440,9,23,15,24
PinkGhost,DFS,0.007662,172,0.036328,28,28,16,24
OrangeGhost,UCS,0.000993,40,0.006032,10,29,16,24
RedGhost,A*,0.000000,5,0.002600,12,24,16,24
BlueGhost,BFS,0.000000,23,0.005440,10,23,16,24
PinkGhost,DFS,0.007662,172,0.036328,28,28,16,24
OrangeGhost,UCS,0.000993,40,0.006032,10,29,16,24
RedGhost,A*,0.000000,5,0.002600,12,24,16,24
BlueGhost,BFS,0.000000,30,0.006280,10,23,16,24
PinkGhost,DFS,0.007662,172,0.036328,28,28,16,24
OrangeGhost,UCS,0.000993,40,0.006032,10,29,16,24
RedGhost,A*,0.000000,5,0.002600,12,24,16,24
BlueGhost,BFS,0.000000,30,0.006280,10,23,16,24
PinkGhost,DFS,0.007662,172,0.036328,28,29,16,24
OrangeGhost,UCS,0.000993,40,0.006032,10,28,16,24
RedGhost,A*,0.000000,5,0.002600,13,24,16,24
BlueGhost,BFS,0.000000,30,0.006280,11,23,16,24
PinkGhost,DFS,0.005638,173,0.036592,28,29,16,23
OrangeGhost,UCS,0.000000,45,0.006280,10,28,16,23
RedGhost,A*,0.001007,6,0.003024,13,24,16,23
BlueGhost,BFS,0.000000,30,0.006280,11,23,16,23
PinkGhost,DFS,0.004421,172,0.036472,28,29,16,22
RedGhost,A*,0.000000,9,0.004368,13,24,16,22
OrangeGhost,UCS,0.000945,49,0.006568,10,28,16,22
BlueGhost,BFS,0.000000,36,0.006952,11,24,16,22
PinkGhost,DFS,0.004421,172,0.036472,27,29,16,22
RedGhost,A*,0.000000,9,0.004368,14,24,16,22
OrangeGhost,UCS,0.000945,49,0.006568,10,27,16,22
BlueGhost,BFS,0.000000,49,0.007904,11,24,16,22
PinkGhost,DFS,0.006104,170,0.036232,27,29,16,21
RedGhost,A*,0.000000,6,0.002768,14,24,16,21
BlueGhost,BFS,0.000000,49,0.007904,11,24,16,21
OrangeGhost,UCS,0.001000,56,0.007152,10,27,16,21
PinkGhost,DFS,0.005248,169,0.036112,27,29,16,20
RedGhost,A*,0.001008,7,0.003752,14,24,16,20
BlueGhost,BFS,0.001001,64,0.014952,12,24,16,20
OrangeGhost,UCS,0.000999,78,0.014560,10,27,16,20
PinkGhost,DFS,0.005248,169,0.036112,27,28,16,20
RedGhost,A*,0.001008,7,0.003752,15,24,16,20
BlueGhost,BFS,0.000000,50,0.007912,12,24,16,20
OrangeGhost,UCS,0.000999,78,0.014560,11,27,16,20
PinkGhost,DFS,0.006984,168,0.035816,27,28,15,20
BlueGhost,BFS,0.000000,50,0.007912,12,24,15,20
RedGhost,A*,0.000000,8,0.004200,15,24,15,20
OrangeGhost,UCS,0.003841,85,0.015080,11,27,15,20
PinkGhost,DFS,0.004517,167,0.035792,27,27,14,20
BlueGhost,BFS,0.000000,40,0.007288,13,24,14,20
RedGhost,A*,0.000000,7,0.002936,16,24,14,20
OrangeGhost,UCS,0.002007,92,0.015136,12,27,14,20
PinkGhost,DFS,0.004517,167,0.035792,27,27,14,20
BlueGhost,BFS,0.000000,21,0.005368,13,24,14,20
RedGhost,A*,0.000000,7,0.002936,16,24,14,20
OrangeGhost,UCS,0.002007,92,0.015136,12,27,14,20
PinkGhost,DFS,0.006185,166,0.035672,27,27,13,20
BlueGhost,BFS,0.000000,21,0.005368,13,24,13,20
OrangeGhost,UCS,0.000906,71,0.007776,12,27,13,20
RedGhost,A*,0.000915,8,0.003664,16,24,13,20
PinkGhost,DFS,0.005021,164,0.035432,28,27,12,20
OrangeGhost,UCS,0.000000,58,0.007104,12,26,12,20
BlueGhost,BFS,0.000000,15,0.004800,13,23,12,20
RedGhost,A*,0.000000,8,0.002880,16,23,12,20
PinkGhost,DFS,0.005021,164,0.035432,28,27,12,20
BlueGhost,BFS,0.000000,8,0.002536,13,23,12,20
OrangeGhost,UCS,0.000000,58,0.007104,12,26,12,20
RedGhost,A*,0.000000,8,0.002880,16,23,12,20
PinkGhost,DFS,0.004388,163,0.035200,28,27,12,21
OrangeGhost,UCS,0.001510,38,0.005856,12,26,12,21
BlueGhost,BFS,0.000000,8,0.002536,13,23,12,21
RedGhost,A*,0.000000,9,0.003608,16,23,12,21
PinkGhost,DFS,0.004388,163,0.035200,28,28,12,21
OrangeGhost,UCS,0.001510,38,0.005856,12,25,12,21
BlueGhost,BFS,0.000000,5,0.002192,13,22,12,21
RedGhost,A*,0.000000,9,0.003608,16,22,12,21
PinkGhost,DFS,0.004603,162,0.034904,28,28,11,21
BlueGhost,BFS,0.000000,5,0.002192,13,22,11,21
OrangeGhost,UCS,0.000000,28,0.005072,12,25,11,21
RedGhost,A*,0.000000,9,0.003608,16,22,11,21
PinkGhost,DFS,0.005800,161,0.034784,28,28,10,21
BlueGhost,BFS,0.001000,6,0.002360,13,22,10,21
OrangeGhost,UCS,0.000000,32,0.005424,12,25,10,21
RedGhost,A*,0.001011,10,0.004056,16,22,10,21
PinkGhost,DFS,0.005800,161,0.034784,28,29,10,21
BlueGhost,BFS,0.000000,9,0.002480,13,21,10,21
OrangeGhost,UCS,0.000000,32,0.005424,12,24,10,21
RedGhost,A*,0.001011,10,0.004056,16,21,10,21
PinkGhost,DFS,0.005800,161,0.034784,28,29,10,21
BlueGhost,BFS,0.000000,9,0.002480,13,21,10,21
OrangeGhost,UCS,0.000000,32,0.005424,12,24,10,21
RedGhost,A*,0.001011,10,0.004056,16,21,10,21
PinkGhost,DFS,0.003891,162,0.034920,28,29,10,20
BlueGhost,BFS,0.000000,9,0.002480,13,21,10,20
OrangeGhost,UCS,0.000000,43,0.006296,12,24,10,20
RedGhost,A*,0.000000,10,0.004056,16,21,10,20
PinkGhost,DFS,0.004308,160,0.034680,27,29,10,19
OrangeGhost,UCS,0.000938,32,0.005456,13,24,10,19
BlueGhost,BFS,0.001004,9,0.002480,12,21,10,19
RedGhost,A*,0.000000,10,0.003552,16,20,10,19
PinkGhost,DFS,0.004308,160,0.034680,27,29,10,19
OrangeGhost,UCS,0.000938,32,0.005456,13,24,10,19
BlueGhost,BFS,0.000000,8,0.002424,12,21,10,19
RedGhost,A*,0.000000,10,0.003552,16,20,10,19
PinkGhost,DFS,0.006138,159,0.034448,27,29,10,18
OrangeGhost,UCS,0.000000,52,0.006704,13,24,10,18
BlueGhost,BFS,0.000000,8,0.002424,11,21,10,18
RedGhost,A*,0.000000,11,0.004224,16,20,10,18
PinkGhost,DFS,0.033827,431,0.083992,27,28,10,17
OrangeGhost,UCS,0.000000,18,0.002752,13,23,10,17
BlueGhost,BFS,0.000000,6,0.002312,11,21,10,17
RedGhost,A*,0.000000,11,0.004448,15,20,10,17
PinkGhost,DFS,0.033827,431,0.083992,27,28,10,17
OrangeGhost,UCS,0.000000,18,0.002752,13,23,10,17
BlueGhost,BFS,0.000000,9,0.002768,11,21,10,17
RedGhost,A*,0.000000,11,0.004448,15,20,10,17
PinkGhost,DFS,0.012970,265,0.076464,27,27,10,15
BlueGhost,BFS,0.000000,9,0.002768,10,21,10,15
RedGhost,A*,0.000000,12,0.004872,14,20,10,15
OrangeGhost,UCS,0.000000,24,0.004752,13,22,10,15
PinkGhost,DFS,0.014749,264,0.076344,27,27,10,14
BlueGhost,BFS,0.000000,18,0.004872,10,21,10,14
RedGhost,A*,0.000000,13,0.005488,14,20,10,14
OrangeGhost,UCS,0.000000,36,0.005720,13,22,10,14
PinkGhost,DFS,0.014749,264,0.076344,27,27,10,14
BlueGhost,BFS,0.000000,24,0.005832,10,21,10,14
RedGhost,A*,0.000000,13,0.005488,14,20,10,14
OrangeGhost,UCS,0.000000,36,0.005720,13,22,10,14
PinkGhost,DFS,0.013195,262,0.076104,28,27,10,13
BlueGhost,BFS,0.000000,24,0.005832,10,20,10,13
OrangeGhost,UCS,0.000999,39,0.006008,13,21,10,13
RedGhost,A*,0.000000,13,0.005488,13,20,10,13
PinkGhost,DFS,0.012746,261,0.075872,28,27,10,12
BlueGhost,BFS,0.000000,32,0.006504,10,20,10,12
RedGhost,A*,0.000000,14,0.005656,13,20,10,12
OrangeGhost,UCS,0.000506,48,0.006896,13,21,10,12
PinkGhost,DFS,0.013246,274,0.077040,28,28,10,11
BlueGhost,BFS,0.001000,43,0.007408,10,19,10,11
RedGhost,A*,0.000000,14,0.005880,12,20,10,11
OrangeGhost,UCS,0.000000,60,0.007920,12,21,10,11
PinkGhost,DFS,0.013246,274,0.077040,28,28,10,11
BlueGhost,BFS,0.000000,55,0.008608,10,19,10,11
RedGhost,A*,0.000000,14,0.005880,12,20,10,11
OrangeGhost,UCS,0.000000,60,0.007920,12,21,10,11
PinkGhost,DFS,0.013246,274,0.077040,28,28,10,11
BlueGhost,BFS,0.000000,55,0.008608,10,19,10,11
RedGhost,A*,0.000000,14,0.005880,12,20,10,11
OrangeGhost,UCS,0.000000,60,0.007920,12,21,10,11
PinkGhost,DFS,0.013246,274,0.077040,28,29,10,11
RedGhost,A*,0.000000,14,0.005880,12,21,10,11
OrangeGhost,UCS,0.000000,60,0.007920,11,21,10,11
BlueGhost,BFS,0.000000,55,0.008608,10,18,10,11
PinkGhost,DFS,0.013246,274,0.077040,28,29,10,11
RedGhost,A*,0.000000,14,0.005880,12,21,10,11
OrangeGhost,UCS,0.000000,60,0.007920,11,21,10,11
BlueGhost,BFS,0.000000,55,0.008608,10,18,10,11
PinkGhost,DFS,0.016890,277,0.077296,28,29,10,10
RedGhost,A*,0.000000,14,0.005880,12,21,10,10
OrangeGhost,UCS,0.000530,72,0.008600,11,21,10,10
BlueGhost,BFS,0.000000,55,0.008608,10,18,10,10
PinkGhost,DFS,0.016890,277,0.077296,27,29,10,10
RedGhost,A*,0.000000,14,0.005880,12,21,10,10
OrangeGhost,UCS,0.000530,72,0.008600,10,21,10,10
BlueGhost,BFS,0.000909,44,0.007576,10,17,10,10
PinkGhost,DFS,0.014337,277,0.077288,27,29,10,9
OrangeGhost,UCS,0.001439,80,0.015568,10,21,10,9
BlueGhost,BFS,0.000909,44,0.007576,10,17,10,9
RedGhost,A*,0.000000,15,0.007944,12,21,10,9
PinkGhost,DFS,0.014337,277,0.077288,27,29,10,9
OrangeGhost,UCS,0.001439,80,0.015568,10,21,10,9
BlueGhost,BFS,0.000000,45,0.007968,10,16,10,9
RedGhost,A*,0.000000,15,0.007944,12,21,10,9
PinkGhost,DFS,0.014791,278,0.077256,27,28,10,8
OrangeGhost,UCS,0.001619,106,0.017152,10,20,10,8
RedGhost,A*,0.000000,15,0.008168,11,21,10,8
BlueGhost,BFS,0.000000,45,0.007968,10,16,10,8
PinkGhost,DFS,0.014791,278,0.077256,27,28,10,8
OrangeGhost,UCS,0.001681,130,0.018624,10,20,10,7
RedGhost,A*,0.000000,16,0.008560,11,21,10,7
BlueGhost,BFS,0.001525,61,0.015760,10,16,10,7
PinkGhost,DFS,0.016044,279,0.077488,27,28,10,7
RedGhost,A*,0.000000,16,0.008560,10,21,10,7
BlueGhost,BFS,0.001001,80,0.016360,10,15,10,7
OrangeGhost,UCS,0.001681,130,0.018624,10,19,10,7
PinkGhost,DFS,0.016044,279,0.077488,27,27,10,7
RedGhost,A*,0.000000,16,0.008560,10,21,10,7
OrangeGhost,UCS,0.001681,130,0.018624,10,19,10,7
BlueGhost,BFS,0.001001,80,0.016360,10,15,10,7
PinkGhost,DFS,0.016044,279,0.077488,27,27,10,7
RedGhost,A*,0.000000,16,0.008560,10,21,10,7
OrangeGhost,UCS,0.001681,130,0.018624,10,19,10,7
BlueGhost,BFS,0.001001,80,0.016360,10,15,10,7
PinkGhost,DFS,0.016601,279,0.077712,28,27,10,6
OrangeGhost,UCS,0.002502,117,0.017392,10,18,10,6
BlueGhost,BFS,0.001001,80,0.016360,10,14,10,6
RedGhost,A*,0.000000,15,0.008392,10,20,10,6
PinkGhost,DFS,0.016601,279,0.077712,28,27,10,6
OrangeGhost,UCS,0.002502,117,0.017392,10,18,10,6
BlueGhost,BFS,0.000000,29,0.006176,10,14,10,6
RedGhost,A*,0.000000,15,0.008392,10,20,10,6
PinkGhost,DFS,0.016601,279,0.077712,28,27,10,6
OrangeGhost,UCS,0.002502,117,0.017392,10,18,10,6
BlueGhost,BFS,0.000000,29,0.006176,10,14,10,6
RedGhost,A*,0.000000,15,0.008392,10,20,10,6
PinkGhost,DFS,0.015254,280,0.077768,28,28,11,6
BlueGhost,BFS,0.000000,29,0.006176,10,13,11,6
OrangeGhost,UCS,0.001653,112,0.016976,10,17,11,6
RedGhost,A*,0.000921,15,0.008616,10,19,11,6
PinkGhost,DFS,0.018440,290,0.077768,28,28,12,6
OrangeGhost,UCS,0.001086,113,0.017032,10,17,12,6
BlueGhost,BFS,0.001003,38,0.007240,10,13,12,6
RedGhost,A*,0.001003,20,0.009456,10,19,12,6
PinkGhost,DFS,0.018440,290,0.077768,28,28,12,6
OrangeGhost,UCS,0.001086,113,0.017032,10,17,12,6
BlueGhost,BFS,0.000000,50,0.008616,10,12,12,6
RedGhost,A*,0.001003,20,0.009456,10,19,12,6
PinkGhost,DFS,0.018440,290,0.077768,28,29,12,6
OrangeGhost,UCS,0.001086,113,0.017032,10,16,12,6
BlueGhost,BFS,0.000000,50,0.008616,10,12,12,6
RedGhost,A*,0.001003,20,0.009456,10,18,12,6
PinkGhost,DFS,0.013672,252,0.074408,28,29,13,6
OrangeGhost,UCS,0.002224,129,0.018056,10,16,13,6
RedGhost,A*,0.000000,26,0.010912,10,18,13,6
BlueGhost,BFS,0.000000,50,0.008616,10,12,13,6
PinkGhost,DFS,0.013672,252,0.074408,28,29,13,6
OrangeGhost,UCS,0.002224,129,0.018056,10,16,13,6
BlueGhost,BFS,0.001512,64,0.015600,10,11,13,6
RedGhost,A*,0.000000,26,0.010912,10,17,13,6
PinkGhost,DFS,0.012777,252,0.074632,27,29,14,6
OrangeGhost,UCS,0.003094,147,0.019384,10,15,14,6
BlueGhost,BFS,0.001512,64,0.015600,10,11,14,6
RedGhost,A*,0.000000,29,0.015152,10,17,14,6
PinkGhost,DFS,0.038921,447,0.084168,27,29,15,6
OrangeGhost,UCS,0.003012,157,0.019944,10,15,15,6
BlueGhost,BFS,0.000000,41,0.006912,10,11,15,6
RedGhost,A*,0.001004,35,0.016896,10,17,15,6
PinkGhost,DFS,0.038921,447,0.084168,27,28,15,6
OrangeGhost,UCS,0.003012,157,0.019944,10,14,15,6
BlueGhost,BFS,0.001001,50,0.007816,10,10,15,6
